House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
31,Pilgrimnet Avenue,Glen,Rogers,27,Head,Married,Male,Building services engineer,None,Catholic
31,Pilgrimnet Avenue,Naomi,Rogers,34,Wife,Married,Female,Public relations account executive,None,Catholic
32,Pilgrimnet Avenue,Paige,Noble,67,Head,Married,Female,"Conservator, museum/gallery",None,Orthodoxy
32,Pilgrimnet Avenue,Alexander,Noble,69,Husband,Married,Male,"Retired Conservator, furniture",None,None
33,Pilgrimnet Avenue,Leslie,Williams,61,Head,Single,Male,Emergency planning/management officer,None,Christian
33,Pilgrimnet Avenue,Alan,Williams,31,Son,Single,Male,Unemployed,None,Christian
33,Pilgrimnet Avenue,Tom,Hawkins,30,Son,Single,Male,"Engineer, chemical",None,None
34,Pilgrimnet Avenue,Malcolm,Edwards,75,Head,Married,Male,Retired Arts development officer,None,Christian
34,Pilgrimnet Avenue,Nicole,Edwards,69,Wife,Married,Female,Retired Materials engineer,None,Christian
35,Pilgrimnet Avenue,Elaine,Miah,43,Head,Single,Female,Unemployed,None,None
35,Pilgrimnet Avenue,Karen,Miah,18,Daughter,Single,Female,Student,None,None
35,Pilgrimnet Avenue,Leonard,Miah,16,Son,NA,Male,Student,None,NA
35,Pilgrimnet Avenue,Anna,Miah,12,Daughter,NA,Female,Student,None,NA
35,Pilgrimnet Avenue,Hilary,Miah,12,Daughter,NA,Female,Student,None,NA
36,Pilgrimnet Avenue,Sheila,Edwards,44,Head,Single,Female,Unemployed,None,Catholic
36,Pilgrimnet Avenue,Julian,Scott,41,Partner,Single,Male,Community arts worker,None,Catholic
36,Pilgrimnet Avenue,Simon,Edwards,17,Son,NA,Male,Student,None,NA
37,Pilgrimnet Avenue,Rachel,Smith-Robson,43,Head,Married,Female,Quality manager,None,Catholic
37,Pilgrimnet Avenue,Robert,Smith-Robson,45,Husband,Married,Male,"Scientist, biomedical",None,Catholic
37,Pilgrimnet Avenue,Aaron,Smith-Robson,4,Son,NA,Male,Child,None,NA
38,Pilgrimnet Avenue,Yvonne,Stevens,60,Head,Married,Female,Commercial/residential surveyor,None,None
38,Pilgrimnet Avenue,Charles,Stevens,58,Husband,Married,Male,Charity officer,None,None
38,Pilgrimnet Avenue,Owen,Stevens,24,Son,Single,Male,Unemployed,None,None
38,Pilgrimnet Avenue,Hollie,Stevens,24,Daughter,Single,Female,"Designer, television/film set",None,None
38,Pilgrimnet Avenue,Lee,Stevens,4,Son,NA,Male,Child,None,NA
39,Pilgrimnet Avenue,Joanna,Simpson,74,Head,Widowed,Female,Retired Land/geomatics surveyor,None,None
39,Pilgrimnet Avenue,Julia,Simpson,38,Daughter,Single,Female,Psychotherapist,None,None
39,Pilgrimnet Avenue,Francis,Simpson,38,Son,Single,Male,Probation officer,None,None
39,Pilgrimnet Avenue,Terry,Simpson,36,Son,Divorced,Male,Retail buyer,None,None
39,Pilgrimnet Avenue,Jay,Simpson,35,Son,Single,Male,Teaching laboratory technician,None,None
40,Pilgrimnet Avenue,Catherine,Howell,31,Head,Single,Female,"Investment banker, operational",None,Christian
40,Pilgrimnet Avenue,William,Dawson,28,Partner,Single,Male,Probation officer,None,None
40,Pilgrimnet Avenue,Jenna,Howell,15,Daughter,NA,Female,Student,None,NA
40,Pilgrimnet Avenue,Tom,Howell,14,Son,NA,Male,Student,None,NA
41,Pilgrimnet Avenue,Melissa,Parker,38,Head,Married,Female,Data scientist,None,None
41,Pilgrimnet Avenue,Kevin,Parker,41,Husband,Married,Male,Copy,None,None
41,Pilgrimnet Avenue,Marilyn,Parker,5,Daughter,NA,Female,Student,None,NA
42,Pilgrimnet Avenue,Natasha,Donnelly,52,Head,Married,Female,Company secretary,None,Methodist
42,Pilgrimnet Avenue,Dean,Donnelly,54,Husband,Married,Male,Town planner,None,None
42,Pilgrimnet Avenue,Nicola,Donnelly,19,Daughter,Divorced,Female,University Student,None,Methodist
43,Pilgrimnet Avenue,Anna,Jarvis,57,Head,Married,Female,"Administrator, Civil Service",None,Catholic
43,Pilgrimnet Avenue,Trevor,Jarvis,55,Husband,Married,Male,"Engineer, automotive",None,Catholic
43,Pilgrimnet Avenue,Alice,Jarvis,22,Daughter,Single,Female,University Student,None,Catholic
43,Pilgrimnet Avenue,Declan,Jarvis,15,Son,NA,Male,Student,None,NA
44,Pilgrimnet Avenue,Scott,Freeman,63,Head,Married,Male,Photographer,None,Christian
44,Pilgrimnet Avenue,Tracey,Freeman,58,Wife,Married,Female,"Accountant, chartered",None,Christian
44,Pilgrimnet Avenue,Robert,Freeman,29,Son,Single,Male,"Administrator, charities/voluntary organisations",None,Christian
45,Pilgrimnet Avenue,Marian,Banks,31,Head,Married,Female,Social researcher,None,Methodist
45,Pilgrimnet Avenue,Callum,Banks,34,Husband,Married,Male,Environmental education officer,None,Methodist
45,Pilgrimnet Avenue,Matthew,Banks,10,Adopted Son,NA,Male,Student,None,NA
45,Pilgrimnet Avenue,Barbara,Banks,9,Daughter,NA,Female,Student,None,NA
46,Pilgrimnet Avenue,Marian,Quinn,36,Head,Single,Female,Advertising art director,None,Methodist
46,Pilgrimnet Avenue,William,Glover,38,Partner,Single,Male,Television camera operator,None,None
46,Pilgrimnet Avenue,Natasha,Quinn,14,Daughter,NA,Female,Student,None,NA
47,Pilgrimnet Avenue,Sally,Hammond,34,Head,Single,Female,Ship broker,None,None
47,Pilgrimnet Avenue,Frances,Hammond,11,Daughter,NA,Female,Student,None,NA
47,Pilgrimnet Avenue,Stephanie,Hammond,10,Daughter,NA,Female,Student,None,NA
48,Pilgrimnet Avenue,Claire,Nicholson,56,Head,Single,Female,Probation officer,None,None
49,Pilgrimnet Avenue,Harriet,Walker,36,Head,Married,Female,Advertising account planner,None,Christian
49,Pilgrimnet Avenue,Ryan,Walker,38,Husband,Married,Male,Conference centre manager,None,Christian
49,Pilgrimnet Avenue,Maureen,Walker,2,Daughter,NA,Female,Child,None,NA
49,Pilgrimnet Avenue,Grace,Walker,0,Daughter,NA,Female,Child,None,NA
50,Pilgrimnet Avenue,Stanley,Green,65,Head,Married,Male,Diplomatic Services operational officer,None,Christian
50,Pilgrimnet Avenue,Sally,Green,64,Wife,Married,Female,"Engineer, building services",None,None
1,Kelly Drive,Patricia,Parsons,57,Head,Single,Female,Unemployed,None,Catholic
1,Kelly Drive,Bernard,Parsons,24,Son,Single,Male,Architectural technologist,None,Catholic
1,Kelly Drive,Edward,Parsons,21,Son,Single,Male,University Student,None,None
1,Kelly Drive,Wayne,Parsons,19,Son,Single,Male,Herpetologist,None,None
1,Kelly Drive,Dominic,Parsons,16,Son,NA,Male,Student,None,NA
2,Kelly Drive,Jessica,Jones,30,Head,Single,Female,IT trainer,None,None
2,Kelly Drive,Charlie,Young,31,Partner,Single,Male,Immigration officer,None,None
2,Kelly Drive,Francesca,Jones,8,Daughter,NA,Female,Student,None,NA
3,Kelly Drive,Anna,Hamilton,78,Head,Married,Female,Retired Police officer,None,Christian
3,Kelly Drive,Carl,Hamilton,77,Husband,Married,Male,Retired Manufacturing engineer,None,Christian
3,Kelly Drive,Maurice,Hamilton,51,Son,Single,Male,Sports administrator,None,None
3,Kelly Drive,Alex,Owen,51,Son,Single,Male,Plant breeder/geneticist,None,None
3,Kelly Drive,Jill,Owen,48,Daughter,Divorced,Female,Unemployed,None,Christian
3,Kelly Drive,Peter,Owen,44,Son,Single,Male,Osteopath,None,None
3,Kelly Drive,Martin,Owen,44,Son,Single,Male,Human resources officer,None,None
3,Kelly Drive,Bernard,Owen,40,Son,Divorced,Male,"Civil engineer, consulting",None,Christian
3,Kelly Drive,Katy,Owen,38,Daughter,Divorced,Female,Sports therapist,None,Christian
3,Kelly Drive,Helen,Owen,37,Daughter,Single,Female,Petroleum engineer,None,Christian
3,Kelly Drive,Gregory,Owen,33,Son,Single,Male,Insurance underwriter,None,None
3,Kelly Drive,Georgia,Owen,31,Daughter,Single,Female,"Administrator, arts",None,None
3,Kelly Drive,Charles,Owen,27,Son,Single,Male,"Therapist, horticultural",None,Christian
3,Kelly Drive,Alan,Owen,23,Son,Single,Male,Musician,None,Christian
3,Kelly Drive,Catherine,Owen,22,Daughter,Divorced,Female,University Student,None,Christian
3,Kelly Drive,Jay,Owen,20,Son,Single,Male,University Student,None,Christian
3,Kelly Drive,Reece,Owen,16,Son,NA,Male,Student,None,NA
3,Kelly Drive,Brandon,Hill,12,Son,NA,Male,Student,None,NA
3,Kelly Drive,Patrick,Hill,6,Son,NA,Male,Student,None,NA
3,Kelly Drive,Christine,Hill,3,Daughter,NA,Female,Child,None,NA
3,Kelly Drive,Joshua,Hill,1,Son,NA,Male,Child,None,NA
4,Kelly Drive,Terry,Horton,49,Head,Married,Male,Lawyer,None,None
4,Kelly Drive,Eleanor,Horton,47,Wife,Married,Female,Actor,None,None
4,Kelly Drive,Brandon,Horton,12,Step-Son,NA,Male,Student,None,NA
4,Kelly Drive,Billy,Horton,8,Step-Son,NA,Male,Student,None,NA
4,Kelly Drive,Tina,Horton,5,Step-Daughter,NA,Female,Student,None,NA
4,Kelly Drive,Sheila,Horton,3,Step-Daughter,NA,Female,Child,None,NA
4,Kelly Drive,Hollie,Johnson,0,Step-Daughter,NA,Female,Child,None,NA
4,Kelly Drive,Donald,George,50,Sibling,Single,Male,Horticultural consultant,None,Catholic
4,Kelly Drive,Lydia,Williams,38,Lodger,Single,Female,Geographical information systems officer,None,Catholic
4,Kelly Drive,Valerie,Graham,53,Lodger,Single,Female,Microbiologist,None,None
5,Kelly Drive,Annette,Lewis,27,Head,Single,Female,"Engineer, mining",None,Christian
5,Kelly Drive,Terence,Smith,27,Partner,Single,Male,Colour technologist,None,Christian
5,Kelly Drive,Maria,Lewis,3,Daughter,NA,Female,Child,None,NA
5,Kelly Drive,June,Wilkins,64,Sibling,Divorced,Female,Marine scientist,None,Christian
5,Kelly Drive,Emma,Webb,54,Visitor,Single,Female,Associate Professor,None,None
6,Kelly Drive,Elliott,Shaw,26,Head,Single,Male,Office manager,None,Methodist
6,Kelly Drive,Hilary,Humphreys,38,None,Single,Female,Quarry manager,None,Christian
6,Kelly Drive,Gavin,Jones,37,None,Single,Male,General practice doctor,None,Catholic
6,Kelly Drive,Fiona,Robson,46,None,Single,Female,"Editor, magazine features",None,None
6,Kelly Drive,Sara,Jones,50,None,Single,Female,"Surveyor, rural practice",None,Methodist
7,Kelly Drive,Sheila,Marshall,67,Head,Married,Female,"Scientist, clinical (histocompatibility and immunogenetics)",None,Christian
7,Kelly Drive,Andrew,Hutchinson,72,Husband,Married,Male,Retired Senior tax professional/tax inspector,None,Christian
7,Kelly Drive,Mitchell,Marshall,29,Son,Single,Male,"Therapist, drama",None,Christian
7,Kelly Drive,Natasha,Marshall,25,Daughter,Single,Female,"Geologist, engineering",None,Christian
7,Kelly Drive,Joanne,Marshall,19,Daughter,Widowed,Female,University Student,None,None
8,Kelly Drive,Teresa,Shah,56,Head,Married,Female,"Optician, dispensing",None,Christian
8,Kelly Drive,Dennis,Shah,57,Husband,Married,Male,Child psychotherapist,None,Christian
8,Kelly Drive,Donald,Shah,23,Son,Single,Male,Financial manager,None,Christian
8,Kelly Drive,Ross,Shah,21,Son,Single,Male,University Student,None,Christian
8,Kelly Drive,Kyle,Shah,18,Son,Single,Male,Student,None,None
8,Kelly Drive,Abigail,Shah,13,Daughter,NA,Female,Student,None,NA
8,Kelly Drive,Clifford,Shah,11,Son,NA,Male,Student,None,NA
8,Kelly Drive,Billy,Shah,7,Son,NA,Male,Student,None,NA
8,Kelly Drive,Denis,Shah,6,Son,NA,Male,Student,None,NA
8,Kelly Drive,Alexandra,Shah,2,Daughter,NA,Female,Child,None,NA
8,Kelly Drive,Cheryl,Harrison,48,Lodger,Single,Female,Optometrist,None,Methodist
8,Kelly Drive,Gerald,West,19,Lodger,Single,Male,University Student,None,None
9,Kelly Drive,Lisa,Wright,32,Head,Widowed,Female,Quality manager,None,Catholic
9,Kelly Drive,Lynne,Wright,5,Step-Daughter,NA,Female,Student,None,NA
9,Kelly Drive,Julia,Harding,31,Lodger,Divorced,Female,Geophysicist/field seismologist,None,Catholic
9,Kelly Drive,Gavin,Wilson,25,Lodger,Widowed,Male,Electrical engineer,None,None
9,Kelly Drive,Katherine,Humphries,29,Lodger,Single,Female,"Teacher, primary school",Deaf,None
9,Kelly Drive,Naomi,Bryant,20,Lodger,Divorced,Female,University Student,None,None
9,Kelly Drive,Ashley,Robertson,62,Lodger,Single,Male,"Surveyor, quantity",None,None
9,Kelly Drive,Paul,Middleton,58,Visitor,Single,Male,Ecologist,None,Christian
9,Kelly Drive,Paul,Daniels,58,Lodger,Divorced,Male,Unemployed,None,None
9,Kelly Drive,Valerie,Norris,42,Lodger,Divorced,Female,Youth worker,None,Catholic
10,Kelly Drive,Denis,Wright,42,Head,Single,Male,English as a foreign language teacher,None,Christian
11,Kelly Drive,Rosemary,Higgins,36,Head,Married,Female,Adult nurse,None,Christian
11,Kelly Drive,Conor,Higgins,38,Husband,Married,Male,Museum/gallery exhibitions officer,None,None
11,Kelly Drive,Jeremy,Higgins,14,Son,NA,Male,Student,None,NA
11,Kelly Drive,Jill,Higgins,14,Daughter,NA,Female,Student,None,NA
11,Kelly Drive,Maurice,Higgins,11,Son,NA,Male,Student,None,NA
12,Kelly Drive,Jasmine,Smith,53,Head,Married,Female,Teaching laboratory technician,None,Methodist
12,Kelly Drive,Jay,Smith,55,Husband,Married,Male,Chartered legal executive (England and Wales),None,Methodist
12,Kelly Drive,Kim,Smith,23,Daughter,Single,Female,Wellsite geologist,None,Methodist
12,Kelly Drive,Clare,Smith,15,Daughter,NA,Female,Student,None,NA
12,Kelly Drive,Maurice,Smith,14,Son,NA,Male,Student,None,NA
13,Kelly Drive,Lewis,Parker,25,Head,Divorced,Male,"Designer, blown glass/stained glass",None,Sikh
13,Kelly Drive,Sarah,Parker,5,Daughter,NA,Female,Student,None,NA
13,Kelly Drive,Diana,Parker,2,Daughter,NA,Female,Child,None,NA
13,Kelly Drive,Dorothy,Parker,0,Daughter,NA,Female,Child,None,NA
13,Kelly Drive,Jane,Butler,58,Lodger,Divorced,Female,Advertising art director,None,Christian
14,Kelly Drive,Ellie,Moore,42,Head,Married,Female,Nature conservation officer,None,None
14,Kelly Drive,Nicholas,Moore,45,Husband,Married,Male,"Psychologist, counselling",None,None
14,Kelly Drive,James,Moore,6,Son,NA,Male,Student,None,NA
14,Kelly Drive,Emily,Bartlett-Moore,4,Daughter,NA,Female,Child,None,NA
14,Kelly Drive,Gavin,Harris,19,Lodger,Single,Male,University Student,None,Sikh
15,Kelly Drive,Shirley,Roberts,82,Head,Married,Female,Retired Architect,None,Methodist
15,Kelly Drive,Roy,Roberts,84,Husband,Married,Male,Retired IT trainer,None,None
15,Kelly Drive,Pauline,Roberts,44,Daughter,Single,Female,"Nurse, children's",None,None
15,Kelly Drive,Cameron,Roberts,44,Son,Divorced,Male,Therapeutic radiographer,None,Methodist
15,Kelly Drive,Melanie,Roberts,40,Daughter,Single,Female,Make,None,None
15,Kelly Drive,Jay,Roberts,36,Son,Single,Male,Lexicographer,None,Methodist
15,Kelly Drive,Clifford,Roberts,32,Son,Single,Male,Advertising art director,None,None
15,Kelly Drive,Fiona,Roberts,28,Daughter,Single,Female,Air broker,None,Methodist
15,Kelly Drive,Bruce,Roberts,27,Son,Single,Male,"Conservator, furniture",None,Methodist
15,Kelly Drive,Samantha,Roberts,25,Daughter,Single,Female,Speech and language therapist,None,Methodist
15,Kelly Drive,Mohammed,Roberts,2,Son,NA,Male,Child,None,NA
16,Kelly Drive,Lesley,Lane,31,Head,Divorced,Female,Unemployed,None,None
16,Kelly Drive,Wayne,Lane,5,Son,NA,Male,Student,None,NA
16,Kelly Drive,Melanie,Burns,24,Lodger,Single,Female,Retail manager,None,None
16,Kelly Drive,Claire,McKenzie,22,Visitor,Divorced,Female,University Student,None,None
16,Kelly Drive,Sylvia,Watson,37,Lodger,Single,Female,"Teacher, special educational needs",None,None
17,Kelly Drive,Carol,Hudson,42,Head,Divorced,Female,Unemployed,None,None
17,Kelly Drive,Martin,Hudson,9,Son,NA,Male,Student,None,NA
17,Kelly Drive,Owen,Hudson,8,Son,NA,Male,Student,None,NA
17,Kelly Drive,George,Hudson,5,Adopted Son,NA,Male,Student,None,NA
17,Kelly Drive,Mathew,Hudson,3,Son,NA,Male,Child,None,NA
18,Kelly Drive,Vanessa,Metcalfe,32,Head,Married,Female,Garment/textile technologist,None,Christian
18,Kelly Drive,Roger,Metcalfe,37,Husband,Married,Male,Sales executive,None,Christian
18,Kelly Drive,Harry,Metcalfe,14,Son,NA,Male,Student,None,NA
18,Kelly Drive,Claire,Metcalfe,11,Daughter,NA,Female,Student,None,NA
18,Kelly Drive,Julia,Metcalfe,9,Daughter,NA,Female,Student,None,NA
19,Kelly Drive,Jade,Reid,65,Head,Married,Female,Pharmacologist,None,None
19,Kelly Drive,Glenn,Reid,72,Husband,Married,Male,Retired Fitness centre manager,None,None
19,Kelly Drive,Jemma,Reid,32,Daughter,Single,Female,Newspaper journalist,None,None
19,Kelly Drive,Diana,Reid,29,Daughter,Single,Female,"Horticulturist, commercial",None,None
19,Kelly Drive,Terence,Reid,25,Son,Divorced,Male,Transport planner,None,None
19,Kelly Drive,Cheryl,Reid,21,Daughter,Single,Female,University Student,None,None
19,Kelly Drive,Molly,Reid,17,Daughter,NA,Female,Student,None,NA
19,Kelly Drive,Lorraine,Reid,13,Daughter,NA,Female,Student,None,NA
19,Kelly Drive,Alison,Reid,10,Daughter,NA,Female,Student,None,NA
19,Kelly Drive,Teresa,Reid,6,Daughter,NA,Female,Student,None,NA
19,Kelly Drive,Elliot,Reid,2,Son,NA,Male,Child,None,NA
20,Kelly Drive,Susan,Winter,48,Head,Divorced,Female,Unemployed,None,Christian
20,Kelly Drive,Christopher,Winter,11,Son,NA,Male,Student,None,NA
20,Kelly Drive,Jill,Winter,9,Daughter,NA,Female,Student,None,NA
20,Kelly Drive,Clive,Winter,9,Son,NA,Male,Student,None,NA
20,Kelly Drive,Suzanne,Winter,7,Daughter,NA,Female,Student,None,NA
21,Kelly Drive,Roy,Atkins,43,Head,Single,Male,"Geologist, wellsite",None,None
21,Kelly Drive,Geraldine,Atkins,17,Daughter,NA,Female,Student,None,NA
21,Kelly Drive,Georgina,Atkins,14,Daughter,NA,Female,Student,None,NA
21,Kelly Drive,Eric,Atkins,11,Son,NA,Male,Student,Deaf,NA
21,Kelly Drive,Jenna,Atkins,10,Daughter,NA,Female,Student,None,NA
22,Kelly Drive,Holly,Simpson,44,Head,Single,Female,Police officer,None,None
22,Kelly Drive,Gordon,Wilkinson,51,Partner,Single,Male,Diagnostic radiographer,None,None
22,Kelly Drive,Barbara,Simpson,24,Daughter,Single,Female,Chiropractor,None,None
22,Kelly Drive,Joan,Simpson,20,Daughter,Single,Female,University Student,None,None
22,Kelly Drive,Joseph,Simpson,7,Son,NA,Male,Student,None,NA
23,Kelly Drive,Catherine,Watson,40,Head,Married,Female,Garment/textile technologist,None,Christian
23,Kelly Drive,Kyle,Watson,40,Husband,Married,Male,"Programmer, systems",None,None
23,Kelly Drive,Roy,Watson,10,Son,NA,Male,Student,None,NA
23,Kelly Drive,Charlotte,Wood-Watson,7,Daughter,NA,Female,Student,None,NA
23,Kelly Drive,Naomi,Wood-Watson,7,Daughter,NA,Female,Student,None,NA
23,Kelly Drive,Kieran,Wood-Watson,6,Son,NA,Male,Student,None,NA
23,Kelly Drive,Dominic,Wood-Watson,2,Son,NA,Male,Child,None,NA
23,Kelly Drive,Clive,Morgan,50,Lodger,Divorced,Male,Field trials officer,None,Catholic
23,Kelly Drive,Dean,Williams,40,Sibling,Single,Male,Associate Professor,None,None
23,Kelly Drive,Eric,Wilson,29,Lodger,Divorced,Male,Police officer,None,None
23,Kelly Drive,Sally,Hawkins,30,Lodger,Divorced,Female,Accounting technician,None,None
23,Kelly Drive,Marilyn,Connor,55,Lodger,Divorced,Female,Ceramics designer,None,Christian
23,Kelly Drive,Lesley,Freeman,40,Lodger,Widowed,Female,Unemployed,None,None
23,Kelly Drive,Dylan,Morgan,28,Lodger,Single,Male,"Administrator, local government",None,None
24,Kelly Drive,Kelly,King,26,Head,Single,Female,"Production assistant, radio",None,Muslim
24,Kelly Drive,Kayleigh,Evans,52,None,Single,Female,Comptroller,None,None
24,Kelly Drive,Lucy,Simpson,33,None,Single,Female,Electrical engineer,None,Christian
24,Kelly Drive,Charlene,Brown,25,None,Single,Female,Newspaper journalist,None,Catholic
24,Kelly Drive,Declan,Taylor,19,None,Single,Male,University Student,None,None
1,Conifer Street,Dorothy,Blackburn,29,Head,Divorced,Female,"Designer, interior/spatial",None,None
2,Conifer Street,Yvonne,Lewis,45,Head,Single,Female,Unemployed,None,Catholic
2,Conifer Street,Craig,Lewis,6,Son,NA,Male,Student,None,NA
3,Conifer Street,Martin,Woodward,30,Head,Single,Male,Medical technical officer,None,Methodist
4,Conifer Street,Joanna,Manning,30,Head,Married,Female,Education administrator,None,Christian
4,Conifer Street,Ashley,Manning,29,Husband,Married,Male,Bookseller,None,None
4,Conifer Street,Stewart,Bibi,38,Lodger,Divorced,Male,Warehouse manager,None,None
5,Conifer Street,Lynne,Gordon,36,Head,Single,Female,Mining engineer,None,Christian
6,Conifer Street,Tracy,Connor,43,Head,Married,Female,Toxicologist,None,Methodist
6,Conifer Street,Wayne,Connor,43,Husband,Married,Male,"Psychologist, prison and probation services",None,Methodist
